Workflow,Molecule,Geometry_Param,E_HF,E_FCI,E_CISD,V_Identity,V_Optimized,a,b,c,Sum_CommSq_Identity,Sum_CommSq_Optimized,Sum_Sexp_Identity,Sum_Sexp_Optimized,Coarse_Entropy_Identity,Coarse_Entropy_Optimized,Fine_Entropy_Identity,Fine_Entropy_Optimized,Edec_Identity,Edec_Optimized,Ecoupled_Identity,Ecoupled_Optimized,Kcoupled_Identity,Kcoupled_Optimized,EBO_Identity,EBO_Optimized,NumSectors_Identity,NumSectors_Optimized,DenseDiagnosticsSkipped
fixed_abc,h4_linear,0.6,-1.9295642484520141,-1.960193644893937,-1.9600816088821316,0.002003901246581027,0.0018972941201009278,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.024603538861584548,0.0172904012178952,0.004923379984004315,0.004660732220049818,0.020982063426300344,0.035060501143368866,0.023997275104790418,0.03698872306684175,-1.9498182453425175,-1.9476530722657168,-1.9601387926535851,-1.9601233357602623,43,46,-1.9498182453425181,-1.9476530722657137,8,8,False
fixed_abc,h4_linear,1.088888888888889,-2.061329870892475,-2.1415815156877973,-2.1393848193663776,0.017455273876872925,0.009960945236308173,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.05146284538298802,0.010863165494446653,0.04393877043111884,0.024780027521213194,0.12530655028351267,0.12356689566669873,0.16279045751293703,0.13225986938307524,-2.100887639719434,-2.124434040826607,-2.1414475761595124,-2.1406344905597665,64,50,-2.1008876397194354,-2.1244340408266065,8,8,False
fixed_abc,h4_linear,1.577777777777778,-1.7846527713481148,-1.9735101698927369,-1.9546738900411742,0.0686807375382977,0.028066196621438777,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.11512004073856585,0.0070858265355773584,0.19044252026241776,0.07191843834310424,0.37162296378908943,0.26245950976437954,0.5468411165427124,0.2687344078618244,-1.8545650817322081,-1.9536603663291385,-1.9725669540507953,-1.9733830452180205,68,64,-1.8675152131798192,-1.953660366329139,8,8,False
fixed_abc,h4_linear,2.066666666666667,-1.5485090794263658,-1.8917227071300122,-1.8502319835548573,0.11404993741293526,0.04052503019284846,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.18210871987010568,0.0022311327595086194,0.35773007168659876,0.10616833264608361,0.558266691949162,0.305000227718554,0.8331031744699597,0.30770312669723904,-1.8453732326626962,-1.8832881488841595,-1.8917227071300171,-1.8917130015236157,70,64,-1.8453732326626962,-1.883288148884159,8,8,False
fixed_abc,h4_linear,2.555555555555556,-1.3961315620107175,-1.8711756238865853,-1.862582465849759,0.1254025390112815,0.023772412350399817,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.21950086617825987,0.0011462190898772777,0.4102251915545847,0.8643410642467813,0.5940807114871334,0.3078675972969184,1.0832008944787623,0.3142895594249239,-1.8625824658497518,-1.865904900511063,-1.8711756238865829,-1.8705394151019943,70,44,-1.8625824658497518,-1.8659105537667244,8,8,False
fixed_abc,h4_linear,3.0444444444444447,-1.307165888764612,-1.8671422753389038,-1.8657570632451832,0.1259642870383134,0.021316323362008775,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.23993857735730545,0.00019514819989458742,0.41299997203405203,0.8701075560259742,0.581328301213589,0.25899811547195095,0.8461549380435314,0.2600564635676504,-1.8657570632451788,-1.8663068769088427,-1.8661585115255896,-1.866306876908843,22,1,-1.86602525295766,-1.8663334288057842,8,8,False
fixed_abc,h4_linear,3.5333333333333337,-1.257338158868244,-1.8664455326161888,-1.8662550271383793,0.1253282994392501,0.020898395785842766,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.2515113246440011,2.796939850630176e-05,0.4098598034797728,0.8710462454101191,0.5686314940830582,0.2480103881392622,0.6507870223014616,0.2481522539092498,-1.8662550271383807,-1.8663308569707364,-1.8662550271383804,-1.8663308569707366,1,1,-1.8662550271383804,-1.866335820021218,8,8,False
fixed_abc,h4_linear,4.022222222222222,-1.228766305151927,-1.8663421905468542,-1.8663196405613844,0.12506547908594604,0.020840733734217808,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.2581935367078064,3.3557139306224644e-06,0.40856919729009833,0.871174977169789,0.5637205459449142,0.24608585385216947,0.6134135664301151,0.24610200111481667,-1.8663196405613809,-1.8663286520797162,-1.8663196405613809,-1.8663286520797169,1,1,-1.8663196405613809,-1.8663292496972252,8,8,False
fixed_abc,h4_linear,4.511111111111111,-0.5142706456441223,-1.8663289799830958,-1.8663273822151787,0.16666645587064505,1.3639302559875777e-06,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.00038079403351990094,5.892847710757386e-07,0.8155784012238358,1.6329896494783158,0.7202579335651655,5.920383118376782e-05,0.7222190714142767,6.12238766854265e-05,-1.8663266984669342,-1.8663266984669349,-1.8663266984669349,-1.8663266984669322,1,1,-1.866326698466935,-1.8663266984669322,8,8,False
fixed_abc,h4_linear,5.0,-0.497584044891552,-1.8663275360534421,-1.8663273471252997,0.16666529412460923,1.0710747461173398e-07,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.0009897090752990323,4.790428702273075e-08,0.8141544182362926,1.6329928994967469,0.7520750400688734,5.46672233955644e-06,0.7527045616215033,5.6244742897607325e-06,-1.8663273471253,-1.8663273471253,-1.8663273471253,-1.866327347125299,1,1,-1.8663273471253,-1.8663273471252992,8,8,False
