Workflow,Molecule,Geometry_Param,E_HF,E_FCI,E_CISD,V_Identity,V_Optimized,a,b,c,Sum_CommSq_Identity,Sum_CommSq_Optimized,Sum_Sexp_Identity,Sum_Sexp_Optimized,Coarse_Entropy_Identity,Coarse_Entropy_Optimized,Fine_Entropy_Identity,Fine_Entropy_Optimized,Edec_Identity,Edec_Optimized,Ecoupled_Identity,Ecoupled_Optimized,Kcoupled_Identity,Kcoupled_Optimized,EBO_Identity,EBO_Optimized,NumSectors_Identity,NumSectors_Optimized,DenseDiagnosticsSkipped
fixed_abc,lih,0.8,-7.615770161235988,-7.63416732932433,-7.634156208596231,0.001982743757406448,4.402766336540459e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.001818784865564537,0.0004593990753386247,0.004878136907959368,0.00010783170293901,0.04056552088200449,0.000862603195857067,0.04357992540012395,0.0008804292878189688,-7.631187172804623,-7.633918079890071,-7.633552115751829,-7.63391807989007,42,1,-7.631187172804619,-7.633918079890069,31,31,False
fixed_abc,lih,1.3777777777777778,-7.859189397713697,-7.876911335490261,-7.876900814917983,0.0024126239571891765,1.5222553463297151e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.001221589525225016,0.0001207688290709182,0.005943372302636581,3.729569168342842e-05,0.04790326248822922,0.0004898510193461173,0.05155336280841081,0.0005130280162554802,-7.873420601274112,-7.8768026718390285,-7.876794002134346,-7.8768026718390285,42,1,-7.873420601274115,-7.8768026718390285,31,31,False
fixed_abc,lih,1.9555555555555557,-7.835576330467096,-7.864346689861569,-7.86432589047468,0.007048331956352483,2.0696556279762884e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.002193854482310462,0.0001472664972933471,0.01756265805325058,5.069114450790119e-05,0.11767703229744936,0.0006800365640743825,0.13090724936929596,0.000717226397750809,-7.856785996309382,-7.864197504970759,-7.863934315888741,-7.864197504970772,37,1,-7.85678599630939,-7.864197504970772,31,31,False
fixed_abc,lih,2.533333333333333,-7.766707395102329,-7.8215464188477695,-7.821496814150675,0.026182971528973767,2.887458502806299e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.005896146810354459,0.00017990957074773847,0.06864242728474326,7.071209545413774e-05,0.3445685026632209,0.0009337724499383752,0.4141237880992123,0.0010104408219345565,-7.799383807526944,-7.821347091019911,-7.820594196614526,-7.82134709101991,34,1,-7.799383807526943,-7.82134709101991,31,31,False
fixed_abc,lih,3.1111111111111116,-7.698693582110816,-7.795493701951877,-7.795394570617165,0.05038047402214797,3.558368159030031e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.012749534190034946,0.00020603253444518403,0.14274639515061657,8.717082704413648e-05,0.5903251032331146,0.0011549951833245882,0.7933912529105396,0.0012108650385575007,-7.738410142676781,-7.795248839099762,-7.795211397676835,-7.79524883909976,45,1,-7.7798749885213025,-7.79524883909976,31,31,False
fixed_abc,lih,3.688888888888889,-7.645969205987809,-7.786174041253657,-7.78604151789954,0.042294805366597146,3.7300488592644464e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.012162188208860208,0.00021347781913912632,0.11610952302742975,9.136841257525335e-05,0.5262871649993139,0.0012089651046234536,0.6313052608236107,0.0012526979865420081,-7.733535421378972,-7.78591752398473,-7.785874456374656,-7.785917523984722,45,1,-7.7335359287404195,-7.78591752398472,31,31,False
fixed_abc,lih,4.266666666666667,-7.610622604991087,-7.783418702210546,-7.783272697880988,0.02178429025749667,3.753894268695946e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.00619207310034871,0.00021498916069278927,0.056118845607141796,9.19546511681453e-05,0.3165961811767534,0.001215262180699149,0.3344159662750936,0.0012575157086377145,-7.759997771746387,-7.78316075814,-7.782496812604199,-7.783160758139997,30,1,-7.7792567423728345,-7.7831607581399975,31,31,False
fixed_abc,lih,4.844444444444445,-7.562424836518633,-7.782662812561515,-7.782502795924918,0.00368729517386118,3.7575899049360734e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.0009091216698833265,0.0002157127491163622,0.009128257914601113,9.20476489367227e-05,0.06435265263063723,0.0012159166108790657,0.06648893206574964,0.001257488380136095,-7.781976154178544,-7.7824047058724375,-7.781976154178546,-7.782404705872427,1,1,-7.782115258556542,-7.782404705872427,31,31,False
fixed_abc,lih,5.4222222222222225,-7.3918335202194205,-7.782472246946058,-7.78240793063753,0.0030492777130713337,9.634001333174141e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.00026690661169703246,0.00021022916634917365,0.8159498995004987,0.8163526020836979,0.05551294502607502,0.0028381742412083013,0.05575512475817466,0.003031251866492468,-7.781413244752414,-7.782156374832322,-7.782135972737071,-7.782156374832324,5,1,-7.781413244792427,-7.782157103581383,31,31,False
fixed_abc,lih,6.0,-7.3822567733800115,-7.782428950565256,-7.782365381403969,0.0015838550374258336,3.758427952535027e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.00023550752378227854,0.00021673151218223302,0.8164034984718288,9.207906193287358e-05,0.031502101456942835,0.0012159674487306452,0.0316237254662748,0.0012565748961129615,-7.781747183362386,-7.7821708213892835,-7.781747183362386,-7.782170821389279,1,1,-7.781747451696612,-7.78217082138928,31,31,False
