Workflow,Molecule,Geometry_Param,E_HF,E_FCI,E_CISD,n_spatial,Pool_Singles,Pool_Quartets,V_Identity,V_Optimized,Single_Expectations,Single_Variances,Quartet_Expectations,Quartet_Variances,Thetas_JSON,Rotation_Pairs_JSON,Optimizer_Success,Optimizer_Status,Optimizer_Message,Optimizer_Nit,Optimizer_Nfev,N_Restarts,Elapsed_Seconds,Sum_CommSq_Identity,Sum_CommSq_Optimized,Sum_Sexp_Identity,Sum_Sexp_Optimized,Coarse_Entropy_Identity,Coarse_Entropy_Optimized,Fine_Entropy_Identity,Fine_Entropy_Optimized,Edec_Identity,Edec_Optimized,Ecoupled_Identity,Ecoupled_Optimized,Kcoupled_Identity,Kcoupled_Optimized,EBO_Identity,EBO_Optimized,NumSectors_Identity,NumSectors_Optimized,DenseDiagnosticsSkipped,Operator_Count,Energy_Diagnostics_Seconds
parity_seniority,h2o,0.958,-74.96304853546573,-75.01262894492976,-75.01192289590959,7,0 1 2 3 4 5 6,,0.1794840491929781,0.16159367305031314,"[0.9999976311087057,0.9990671910361744,0.9799199142084227,0.979530999743213,1.0,0.9799534461081959,0.9799199142084227]","[4.7377769770706735e-06,0.001864747795088273,0.039756961737757446,0.04051902054206169,0.0,0.03969124346067121,0.039756961737757446]",[],[],"[0.022615116649994292,-0.012767878596522654,-0.0001963842646574591,0.6823406912440194,0.00800396194092238,-0.009185079584586513,-0.001902245381231064]","[[0,1],[0,3],[0,5],[1,3],[1,5],[3,5],[2,6]]",True,0,Optimization terminated successfully.,2,149,1,14.380768299044576,0.7673657669813723,0.7277631041032961,6.909400576625635,6.918389096413135,0.08158976146957306,0.060229269179774544,0.0894518098390647,0.06834556050079198,-74.98813371451774,-74.9921934598035,-75.01238633982885,-75.0117106397415,20,14,-74.98813371451762,-74.99219345980357,57,57,False,7,14.380768299044576
parity_seniority,h2o,1.1293333333333333,-74.92998360847612,-75.0060347341345,-75.00392753641995,7,0 1 2 3 4 5 6,,0.37825149279778514,0.3492580691295314,"[0.9999984705064212,0.9986829837278327,0.9559082713989251,0.9549891628721044,1.0,0.9559559299501391,0.9559082713989251]","[3.058984818227195e-06,0.002632298012473444,0.08623937667111892,0.08799569879683722,0.0,0.08614825999316467,0.08623937667111892]",[],[],"[0.023702095920186555,-0.00831196360522013,-0.000346331910243259,0.43351761690240953,0.01352657092775505,-0.017529672082431415,0.00048196941351557487]","[[0,1],[0,3],[0,5],[1,3],[1,5],[3,5],[2,6]]",True,0,Optimization terminated successfully.,2,149,1,16.384333162975963,0.9540450026525065,0.9206855183080973,6.80670627673652,6.821443089854347,0.14494820669613528,0.11188047050606885,0.16612451721002436,0.13548432396794272,-74.96749059818734,-74.97234403243432,-75.00557709820164,-75.00508029769867,20,17,-74.96749059818727,-74.97234403243432,57,57,False,7,16.384333162975963
parity_seniority,h2o,1.3006666666666666,-74.83571572704693,-74.9485240474425,-74.94283442753873,7,0 1 2 3 4 5 6,,0.7013241728362228,0.6615360495385832,"[0.9999990240088565,0.9987381220262315,0.9141661591978345,0.9131187805390414,1.0,0.914222415737068,0.9141661591978345]","[1.9519813343471526e-06,0.0025221636115163593,0.16430023337747945,0.16621409262689402,0.0,0.16419737456387962,0.16430023337747945]",[],[],"[0.02496729739368403,-0.0053375093733693535,-0.0005169094910338117,0.26059863823871365,0.01911482575567932,-0.026762309546472005,0.004686204620373475]","[[0,1],[0,3],[0,5],[1,3],[1,5],[3,5],[2,6]]",True,0,Optimization terminated successfully.,2,152,1,16.999987725983374,1.1483312712305882,1.1188283547505828,6.633534669185858,6.654410660706866,0.2262764698797931,0.18327825629312633,0.2731230142294241,0.23484628651577213,-74.89262798033262,-74.89747603934363,-74.94778510053588,-74.94767168742354,22,20,-74.89262798033262,-74.89747603934374,57,57,False,7,16.999987725983374
parity_seniority,h2o,1.472,-74.72297165015348,-74.88343181126825,-74.87025212143607,7,0 1 2 3 4 5 6,,1.146414517071632,1.1007156753328426,"[0.9999994135994565,0.9990502553486262,0.8518343912301075,1.0,0.85102251206313,0.8518809239282032,0.8518343912301075]","[1.1728007430766851e-06,0.0018985872878447552,0.2743781699176321,0.0,0.2757606839617598,0.27429889144723074,0.2743781699176321]",[],[],"[0.025494287347221502,-0.003216604066342412,-0.0006574007253804177,0.15873582898431698,0.024043393031845307,-0.03298298235824784,0.00861175268799284]","[[0,1],[0,4],[0,5],[1,4],[1,5],[4,5],[2,6]]",True,0,Optimization terminated successfully.,2,152,1,7.907558751001488,1.3407378011200364,1.3124887755516377,6.380228251676788,6.405621887399633,0.3172604747528851,0.26910083764129156,0.40325159358941487,0.36111357263924687,-74.80713927941535,-74.81155170634966,-74.88308439881706,-74.88330649262873,23,22,-74.80713927941558,-74.8115517063498,57,57,False,7,7.907558751001488
parity_seniority,h2o,1.6433333333333333,-74.60908395860659,-74.8277744569623,-74.80176684649717,7,0 1 2 3 4 5 6,,1.6653777158124252,1.621535851172458,"[0.9999996837189018,0.9993992670473923,1.0,0.7714200363136368,0.7709354738313008,0.7714574756595569,0.7714200363136368]","[6.325620963698597e-07,0.0012011050251349298,0.0,0.4049111275738674,0.4056584951885077,0.40485336324898413,0.4049111275738674]",[],[],"[0.02563530091212296,-0.0018798776167136336,-0.0007504406253851535,0.09982840510979707,0.027686994908380124,-0.0348012965043525,0.010527937512128044]","[[0,1],[0,4],[0,5],[1,4],[1,5],[4,5],[3,6]]",True,0,Optimization terminated successfully.,2,158,1,8.223973140004091,1.49609942965985,1.4660409912395387,6.05825896169628,6.0846319728844245,0.40659896872420953,0.3587351451628553,0.5320704892075596,0.4892616603237758,-74.728536312341,-74.73242787498093,-74.82777445696217,-74.82777445696202,70,70,-74.72853631234119,-74.73242787498083,57,57,False,7,8.223973140004091
parity_seniority,h2o,1.8146666666666667,-74.50244469068966,-74.78779735400624,-74.74418803226253,7,0 1 2 3 4 5 6,,2.1640417425645033,2.047130739646551,"[0.999999841841096,0.9996476453198945,1.0,0.6849509477464024,-0.712545676299824,-0.71241646487617,0.6849509477464024]","[3.163177829668129e-07,0.0007045852063904956,0.0,0.530842199181305,0.49227865918642644,0.4924627805733408,0.530842199181305]",[],[],"[0.025892941800447666,-0.001114007047105196,-0.0008131901798545365,0.06773935974413296,0.030270935508118955,-0.820906252625149,-0.01298265613574845]","[[0,1],[0,4],[0,5],[1,4],[1,5],[4,5],[3,6]]",True,0,Optimization terminated successfully.,2,151,1,5.608095637988299,1.5760777224868774,0.9575181021989778,5.712863976977268,2.9445872414778016,0.4837598881390004,0.8477558739343757,0.6250209071686924,1.097229837457368,-74.68978589635802,-74.69037287107922,-74.69156245070567,-74.69156245070573,16,11,-74.70306394654794,-74.69985742066876,57,57,False,7,5.608095637988299
parity_seniority,h2o,1.986,-74.408121928657,-74.76340864962648,-74.7124588369255,7,0 1 2 3 4 5 6,,2.7313702116305425,1.2479064186361946,"[0.9999999254595915,0.999820522116156,1.0,-0.8460678910830601,-0.8126998047636733,-0.8459668033394878,-0.8126998047636733]","[1.4908081147346763e-07,0.00035892355537714415,0.0,0.2841691236782631,0.3395190273370873,0.2843401676475683,0.3395190273370873]",[],[],"[0.025953229869191765,-0.000646091348492563,-0.0008545394376765353,0.044122791265700206,0.033477589161834576,-0.8842480394609983,-0.8615330255024014]","[[0,1],[0,3],[0,5],[1,3],[1,5],[3,5],[4,6]]",True,0,Optimization terminated successfully.,2,149,1,5.55783554300433,1.6356589647389272,0.2621633336360167,5.255854594976326,-0.3176138563741471,0.6861350476765977,0.5323100365405985,0.8241396383318526,0.6562410367099496,-74.71193978337818,-74.71280829568452,-74.71326110573436,-74.71326110573435,7,7,-74.71194092513,-74.71630461691603,57,57,False,7,5.55783554300433
parity_seniority,h2o,2.1573333333333333,-74.3275570089904,-74.75036719886766,-74.7244618685639,7,0 1 2 3 4 5 6,,2.756326812841306,0.6098573035431982,"[0.9999999682238292,0.9999143341464982,1.0,-0.9105960497021132,-0.9306055259736573,-0.9305466715531325,-0.9105960497021132]","[6.355234061228288e-08,0.0001713243683650889,0.0,0.1708148342669067,0.13397335502729268,0.13408289206138646,0.1708148342669067]",[],[],"[0.02538550540555708,-0.0004479585106737467,0.000714159950948565,0.03319853105199011,-0.0273049312661142,0.7870824525482468,0.771919024972212]","[[0,1],[0,4],[0,5],[1,4],[1,5],[4,5],[3,6]]",True,0,Optimization terminated successfully.,3,234,1,9.892815281986259,1.5853427416979629,0.1371888670143615,5.233135198563987,-0.6824299945606875,0.5455797563818696,0.30522957670384715,0.6254382372157221,0.3647145517891239,-74.72402583756109,-74.7247495855419,-74.72495299578813,-74.72495299578824,17,18,-74.72494988263917,-74.72815026060869,57,57,False,7,9.892815281986259
parity_seniority,h2o,2.328666666666667,-74.26125344782285,-74.74383916750607,-74.730723844394,7,0 1 2 3 4 5 6,,2.879867646136842,0.2686777194273563,"[0.9999999862860862,0.9999611319279273,1.0,-0.9604003362123488,-0.9712375818797755,-0.971267208642725,-0.9604003362123488]","[2.7427827342663136e-08,7.773463341831377e-05,0.0,0.07763119420320741,0.056697559544326426,0.0566400094153694,0.07763119420320741]",[],[],"[0.025326035122457978,-0.0003215175480002436,-0.000634495884215438,0.02489944389203696,0.02465459349256031,0.7809016909816227,0.7774293179854552]","[[0,1],[0,4],[0,5],[1,4],[1,5],[4,5],[3,6]]",True,0,Optimization terminated successfully.,3,246,1,12.680606111011002,1.6054019170255076,0.07144026085085017,5.1188950258691115,-0.8633443447331842,0.5576007770945827,0.16108803082941417,0.6040740777739355,0.18873596211091132,-74.73040220401315,-74.73099637904436,-74.73109576599074,-74.73109576599072,7,19,-74.7304027759284,-74.73167106567759,57,57,False,7,12.680606111011002
parity_seniority,h2o,2.5,-74.27993450940822,-74.74059586932025,-74.7351872411839,7,0 1 2 3 4 5 6,,0.6664324970608582,0.11626250553469131,"[0.9999999942336598,0.9999826665141451,-0.9881413995096684,-0.9825725322027501,-0.9881554458513468,-0.9825725322027501,1.0]","[1.1532680366244108e-08,3.466667125995304e-05,0.023576574575073894,0.03455121896067559,0.023548814834325915,0.03455121896067559,0.0]",[],[],"[0.02510017647828628,-3.091882439937105e-05,-0.0001302739318831447,0.001227495389558111,0.009007740985197568,0.07840633555056034,0.13705439889185803]","[[0,1],[0,2],[0,4],[1,2],[1,4],[2,4],[3,5]]",True,0,Optimization terminated successfully.,3,280,1,13.664486059977207,0.27489534093499834,0.03678932072360918,-0.6485976882340261,-0.9414592490187101,0.35177739447411127,0.08258554307954448,0.391733983984667,0.0954834128288361,-74.73489672116165,-74.73420194028985,-74.7351906338935,-74.73425215256216,18,19,-74.73489675292545,-74.73439116865868,57,57,False,7,13.664486059977207
