Workflow,Molecule,Geometry_Param,E_FCI,E_CISD,V_Identity,V_Optimized,a,b,c,Sum_CommSq_Identity,Sum_CommSq_Optimized,Sum_Sexp_Identity,Sum_Sexp_Optimized,Coarse_Entropy_Identity,Coarse_Entropy_Optimized,Fine_Entropy_Identity,Fine_Entropy_Optimized,Edec_Identity,Edec_Optimized,Ecoupled_Identity,Ecoupled_Optimized,Kcoupled_Identity,Kcoupled_Optimized,EBO_Identity,EBO_Optimized,NumSectors_Identity,NumSectors_Optimized
fixed_abc,lih,0.8,-7.634167329324355,-7.634156208596251,0.001982743757448186,4.402766336516714e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.0018187848655630973,0.0004593991018133569,0.004878136908062679,0.0001078317045495469,0.036505333955595555,0.0008424362945618125,0.04419714900328698,0.0008938176666879239,-7.631187172804643,-7.633918079875554,-7.633568712876682,-7.633918079875563,42,1,-7.631187172804647,-7.633918079875563,3,3
fixed_abc,lih,1.3777777777777778,-7.876911335490221,-7.876900814918025,0.002412623957189345,1.5222553463493026e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.0012215895252250288,0.00012076885095900014,0.005943372302636987,3.729569150511606e-05,0.04310252700640604,0.000469854801077698,0.052441544655966614,0.0005146000843339213,-7.873420601274115,-7.876802671816305,-7.876809275878198,-7.876802671816294,42,1,-7.873420601274124,-7.876802671816294,3,3
fixed_abc,lih,1.9555555555555557,-7.864346689861603,-7.864325890474663,0.00704833195635206,2.0696556279740915e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.002193854482310428,0.00014726649793326424,0.017562658053249434,5.069114449425284e-05,0.10390763643213856,0.0006475437439535162,0.13394141769344198,0.0007108037253564868,-7.856785996309385,-7.8641975049700585,-7.863950010883301,-7.864197504970049,35,1,-7.85678599630937,-7.864197504970049,3,3
fixed_abc,lih,2.533333333333333,-7.821546418847752,-7.8214968141506604,0.02618297152897522,2.8874585028044e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.00589614681035459,0.0001799095709299917,0.06864242728474729,7.071209545280283e-05,0.2887564225207375,0.0008810732128929876,0.419700198773333,0.0009593285647479386,-7.799383807526944,-7.821347091019793,-7.820621879858571,-7.821347091019793,28,1,-7.7993838075269455,-7.821347091019793,3,3
fixed_abc,lih,3.1111111111111116,-7.795493701951876,-7.7953945706172,0.050380474022155584,3.558368159027397e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.012749534190035761,0.00020603253435131806,0.14274639515064447,8.717082704482255e-05,0.4636891727054228,0.0010804474275411347,0.7977641690368278,0.0011431707641960996,-7.780119286725328,-7.7952488390998464,-7.795210968524236,-7.79524883909985,45,1,-7.780119286725321,-7.79524883909985,3,3
fixed_abc,lih,3.688888888888889,-7.786174041253654,-7.7860415178995375,0.042294805366612245,3.7300488592764485e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.012162188208867112,0.00021347781748118924,0.11610952302747989,9.136841259105785e-05,0.4090673026162549,0.001129959725766327,0.6082297327442747,0.001180643935270958,-7.7816312298843755,-7.785917523986107,-7.78582170226367,-7.785917523986109,45,1,-7.781631229884368,-7.785917523986108,3,3
fixed_abc,lih,4.266666666666667,-7.7834187022105485,-7.7832726978809,0.021784290236321932,3.753894268706406e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.006192073101691285,0.0002149891607379247,0.056118845552229936,9.195465753097015e-05,0.2503817233691749,0.0011365666687463097,0.30484380370437714,0.0011839958792649534,-7.7822166775844215,-7.783160758140038,-7.782466582088709,-7.783160758140039,28,1,-7.782216677584437,-7.783160758140039,3,3
fixed_abc,lih,4.844444444444445,-7.782662812561546,-7.782502795904575,0.0036872836317334862,3.757589904941105e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.0009091195052414341,0.00021571272953383518,0.009128229012997013,9.204764985177513e-05,0.0613552873511232,0.001137565209788524,0.06879905896576873,0.0011842302104897488,-7.7823888837417305,-7.782404705890205,-7.782388883741716,-7.782404705890196,1,1,-7.782388883741716,-7.782404705890196,3,3
fixed_abc,lih,5.4222222222222225,-7.782472247493068,-7.782337047764315,0.022289284987084896,3.758289358385693e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.0048426280073159194,0.0002162701493867236,0.0583981816465437,9.205231220958263e-05,0.25756752461595084,0.0011377540636290776,0.29744023606705317,0.0011842251861767874,-7.782410926157747,-7.782415277582734,-7.7824109261577625,-7.782415277582732,1,1,-7.782410926157762,-7.782415277582732,3,3
fixed_abc,lih,6.0,-7.782428951225693,-7.782364282429321,0.0016447333820208917,3.758428678051009e-05,0.40824829046386285,0.4082482904638628,-0.8164965809277263,0.0002142791184335059,0.00021673234220816103,0.8164473972398633,9.206781070001828e-05,0.0006736751470209031,0.0011377919231332178,0.0006770230685543194,0.0011842113393382171,-7.782416109855673,-7.782418564487657,-7.782416109855669,-7.782418564487653,1,1,-7.782416109855669,-7.782418564487653,3,3
