Molecule,Geometry_Param,E_HF,E_FCI,E_CISD,V_Identity,V_Optimized,a,b,c,Sum_CommSq_Identity,Sum_CommSq_Optimized,Sum_Sexp_Identity,Sum_Sexp_Optimized,Coarse_Entropy_Identity,Coarse_Entropy_Optimized,Fine_Entropy_Identity,Fine_Entropy_Optimized,Edec_Identity,Edec_Optimized,Ecoupled_Identity,Ecoupled_Optimized,Kcoupled_Identity,Kcoupled_Optimized,EBO_Identity,EBO_Optimized,NumSectors_Identity,NumSectors_Optimized,DenseDiagnosticsSkipped,Workflow
h4_linear,0.6,-1.9295642484520141,-1.960193644893937,-1.9600816088821316,0.002003901246581027,0.001880083029800092,0.41677105719201923,0.41677105691267086,-0.8078389517762448,0.024603538861584548,0.017348174367557742,0.004923379984004315,0.05601763786441325,0.020982063426300344,0.10225232669165574,0.023997275104790418,0.10225242538734919,-1.9498182453425175,-1.9294858603461125,-1.9601387926535851,-1.9600841181385495,43,61,-1.9498182453425181,-1.9476530778734573,8,19,False,shared_abc
h4_linear,1.088888888888889,-2.061329870892475,-2.1415815156877973,-2.1393848193663776,0.017455273876872925,0.009907128644726279,0.41465393445848786,0.4146539344241706,-0.8100149562228167,0.05146284538298802,0.01068347583089405,0.04393877043111884,0.06316915690278588,0.12530655028351267,0.4179261869484697,0.16279045751293703,0.4189634706275118,-2.100887639719434,-2.0612767704001524,-2.1414475761595124,-2.141581515687805,64,70,-2.1008876397194354,-2.124439943130364,8,19,False,shared_abc
h4_linear,1.577777777777778,-1.7846527713481148,-1.9735101698927369,-1.9546738900411742,0.0686807375382977,0.02782624924364881,0.41570733466776455,0.41570733894367745,-0.8089343732663298,0.11512004073856585,0.00703207347225982,0.19044252026241776,0.1162129690074907,0.37162296378908943,1.0929762684960822,0.5468411165427124,1.0929762684960822,-1.8545650817322081,-1.7842972617950978,-1.9725669540507953,-1.9732587245567061,68,68,-1.8675152131798192,-1.9735101698927362,8,70,False,shared_abc
h4_linear,2.066666666666667,-1.5485090794263658,-1.8917227071300122,-1.8502319835548573,0.11404993741293526,0.0250738950639397,-0.49597098392322897,-0.49597099485064877,0.7127591145492858,0.18210871987010568,0.008695474885792285,0.35773007168659876,-1.92037400549106,0.558266691949162,1.8750670085168584,0.8331031744699597,1.8750670085168581,-1.8453732326626962,-1.8453732326626962,-1.8917227071300171,-1.8909487932307567,70,66,-1.8453732326626962,-1.8917227071300213,8,70,False,shared_abc
h4_linear,2.555555555555556,-1.3961315620107175,-1.8711756238865853,-1.862582465849759,0.1254025390112815,0.005059716558317107,-0.49920045023779397,-0.49920044291156296,0.7082357151960661,0.21950086617825987,0.0017111765400286368,0.4102251915545847,-1.9844716544089132,0.5940807114871334,1.5975763236764193,1.0832008944787623,1.5975763236764193,-1.8625824658497518,-1.8625824658497518,-1.8711756238865829,-1.870415623820836,70,39,-1.8625824658497518,-1.8711756238865853,8,70,False,shared_abc
h4_linear,3.0444444444444447,-1.307165888764612,-1.8671422753389038,-1.8657570632451832,0.1259642870383134,0.0008160816615465638,-0.4998712797741076,-0.4998712767893681,0.7072887743333431,0.23993857735730545,0.0002968507888052416,0.41299997203405203,-1.9975119578482312,0.581328301213589,0.024089668691081853,0.8461549380435314,0.027126350222373478,-1.8657570632451788,-1.8657570632451785,-1.8661585115255896,-1.866188965565652,22,24,-1.86602525295766,-1.8657570632451792,8,19,False,shared_abc
h4_linear,3.5333333333333337,-1.257338158868244,-1.8664455326161888,-1.8662550271383793,0.1253282994392501,0.00010963803648217363,-0.4999827536836238,-0.49998275025967104,0.7071311727407554,0.2515113246440011,4.2849340023604626e-05,0.4098598034797728,-1.999666264930416,0.5686314940830582,0.003985542806660987,0.6507870223014616,0.0040652101836282165,-1.8662550271383807,-1.8662550271383804,-1.8662550271383804,-1.8662550271383804,1,1,-1.8662550271383804,-1.8662550271383804,8,19,False,shared_abc
h4_linear,4.022222222222222,-1.228766305151927,-1.8663421905468542,-1.8663196405613844,0.12506547908594604,1.2473879979574276e-05,-0.4999974792633018,-0.4999974745189325,0.707110349383343,0.2581935367078064,5.158599200779232e-06,0.40856919729009833,-1.9999597922305594,0.5637205459449142,1.4940229128321603,0.6134135664301151,1.49402291283216,-1.8663196405613809,-1.8663196405613809,-1.8663196405613809,-1.8663196405613809,1,1,-1.8663196405613809,-1.866342190546858,8,70,False,shared_abc
h4_linear,4.511111111111111,-0.5142706456441223,-1.8663289799830958,-1.8663273822151787,0.16666645587064505,1.1984579035839715e-06,-0.49999944436011134,-0.49999944245912625,0.707107568323337,0.00038079403351990094,5.177920864238869e-07,0.8155784012238358,-1.9999947318270055,0.7202579335651655,6.204003325003736e-05,0.7222190714142767,6.26600419381769e-05,-1.8663266984669342,-1.8663266984669347,-1.8663266984669349,-1.8663266984669356,1,1,-1.866326698466935,-1.8663266984669353,8,19,False,shared_abc
h4_linear,5.0,-0.497584044891552,-1.8663275360534421,-1.8663273471252997,0.16666529412460923,9.411320839314286e-08,-0.5000043967873796,-0.5000043933349362,0.7071005655768146,0.0009897090752990323,4.20925485696448e-08,0.8141544182362926,-2.0000173530372116,0.7520750400688734,1.4935170211859734,0.7527045616215033,1.4935170211859734,-1.8663273471253,-1.866327347125299,-1.8663273471253,-1.866327347125299,1,1,-1.8663273471253,-1.8663275360534417,8,70,False,shared_abc
