Workflow,Molecule,Geometry_Param,E_HF,E_FCI,E_CISD,n_spatial,n_electrons,Optimization_Kind,Optimizer_Method,Optimizer_Success,Optimizer_Status,Optimizer_Message,Optimizer_Nit,Optimizer_Nfev,V_Identity,V_Optimized,a,b,c,Pairs,Params,Thetas,Operator_Angles,U_Spatial,Exp_Omega,Local_ABC,Sum_CommSq_Identity,Sum_CommSq_Optimized,Sum_Sexp_Identity,Sum_Sexp_Optimized,Coarse_Entropy_Identity,Coarse_Entropy_Optimized,Fine_Entropy_Identity,Fine_Entropy_Optimized,Edec_Identity,Edec_Optimized,Ecoupled_Identity,Ecoupled_Optimized,Kcoupled_Identity,Kcoupled_Optimized,EBO_Identity,EBO_Optimized,NumSectors_Identity,NumSectors_Optimized,DenseDiagnosticsSkipped,Log_V,Log_NOmega,Log_Params
local_abc,h4_linear,0.6,-1.9295642484520141,-1.960193644893937,-1.9600816088821316,4,4,unitary_and_local_abc,Powell,True,0,Optimization terminated successfully.,5,961,0.002003901246581027,0.0015317584835356324,nan,nan,nan,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]","[3.3727670226613623e-07, 0.004922161921783057, -1.5831669806546214e-10, -3.3255121578856776e-10, -0.0021281884154871955, 1.5707963275654284, 0.7653835522425416, 3.9269908831251623, 2.4841385992991385, 0.7853983132255974, 3.5202066365475497, 3.9269908175128223, 2.546511749468145, 0.7853981322791674]","[3.3727670226613623e-07, 0.004922161921783057, -1.5831669806546214e-10, -3.3255121578856776e-10, -0.0021281884154871955, 1.5707963275654284]","[0.7653835522425416, 3.9269908831251623, 2.4841385992991385, 0.7853983132255974, 3.5202066365475497, 3.9269908175128223, 2.546511749468145, 0.7853981322791674]","[[0.9999878861854086, 3.372772384091585e-07, 8.723130670573424e-10, 0.004922142046381072], [-3.3727261655871174e-07, 0.999997735407832, 0.0021281868089938812, -1.991035217666354e-09], [-0.004922142046381463, 3.325480926461354e-10, -7.70593998201291e-10, 0.9999878861854654], [1.5831669806546214e-10, 0.002128186808994054, -0.9999977354078888, -7.70530054366307e-10]]","[-0.25887604616650517, 0.07303153497004033, 0.00047660466412036454, 0.0007925724324732777]","[[-0.48989318731561415, -0.48989325211665197, 0.7211166802621605], [0.43211542757841803, 0.43211555706454685, -0.7915506317295927], [0.2613699784649596, 0.26136997873970164, -0.9291778455015135], [0.3963869288558194, 0.39638690418606065, -0.8281031486608672]]",0.024603538861584544,0.021039721450689098,0.004923379984004315,-0.1845753336790308,0.020982063426300344,0.09671995272120593,0.023997275104790418,0.09671995272120594,-1.9498182453425175,-1.9294858679516453,-1.9601387926535856,-1.9600841142407681,43,61,-1.9498182453425181,-1.9500018126051868,8,50,False,[0.0015317584835356324],"[[-0.25887604616650517, 0.07303153497004033, 0.00047660466412036454, 0.0007925724324732777]]","[[3.3727670226613623e-07, 0.004922161921783057, -1.5831669806546214e-10, -3.3255121578856776e-10, -0.0021281884154871955, 1.5707963275654284, 0.7653835522425416, 3.9269908831251623, 2.4841385992991385, 0.7853983132255974, 3.5202066365475497, 3.9269908175128223, 2.546511749468145, 0.7853981322791674]]"
local_abc,h4_linear,1.088888888888889,-2.061329870892475,-2.1415815156877973,-2.1393848193663776,4,4,unitary_and_local_abc,Powell,True,0,Optimization terminated successfully.,11,1969,0.017455273876872925,0.006550930464201262,nan,nan,nan,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]","[0.6914871453572365, -0.020042160082460368, 0.02098111657995055, 0.3374076780911047, -0.2441953094605413, -0.8735942958867553, 0.6800126137255554, 3.9269907644168707, 2.190645057032928, 0.7853981495758411, 3.714474527686074, 3.9269908214107754, -0.006550650494780777, 0.7853981629300623]","[0.6914871453572365, -0.020042160082460368, 0.02098111657995055, 0.3374076780911047, -0.2441953094605413, -0.8735942958867553]","[0.6800126137255554, 3.9269907644168707, 2.190645057032928, 0.7853981495758411, 3.714474527686074, 3.9269908214107754, -0.006550650494780777, 0.7853981629300623]","[[0.7699743292232423, 0.5927415897817211, 0.025727607468284775, -0.2348084970656166], [-0.6374150390851117, 0.6979624999585237, 0.027578443863327962, -0.32525351040972716], [0.020036407431293497, -0.3210545921371535, 0.6674115442298536, -0.6716281127779089], [-0.020979577273882742, 0.24172237228343485, 0.7437333865551266, 0.6228890766407132]]","[-0.113472190124149, 0.5709222425197069, 0.004990606062514825, -0.0010899849384043785]","[[-0.4446307699514391, -0.4446307232026326, 0.7775647872664337], [0.5755611269102008, 0.5755611109998412, -0.5809120386895835], [0.3832915120726729, 0.3832915154636789, -0.8403423296172818], [-0.00463197626090246, -0.004631976256572618, 0.9999785445657706]]",0.05146284538298804,0.011279548858445317,0.04393877043111885,0.46135066644153705,0.12530655028351267,1.2174615604584398,0.16279045751293703,1.2174615604584398,-2.100887639719434,-1.7992093330932122,-2.141447576159513,-2.141581456199459,64,69,-2.1008876397194354,-1.8936932716143438,8,50,False,[0.006550930464201262],"[[-0.113472190124149, 0.5709222425197069, 0.004990606062514825, -0.0010899849384043785]]","[[0.6914871453572365, -0.020042160082460368, 0.02098111657995055, 0.3374076780911047, -0.2441953094605413, -0.8735942958867553, 0.6800126137255554, 3.9269907644168707, 2.190645057032928, 0.7853981495758411, 3.714474527686074, 3.9269908214107754, -0.006550650494780777, 0.7853981629300623]]"
local_abc,h4_linear,1.577777777777778,-1.7846527713481148,-1.9735101698927369,-1.9546738900411742,4,4,unitary_and_local_abc,Powell,True,0,Optimization terminated successfully.,11,1791,0.0686807375382977,0.015012071555515646,nan,nan,nan,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]","[0.7772012768790076, -0.05133889703200504, -0.04955348098002116, 0.44521524121517336, 0.3547171950754698, -2.249166351745482, 0.659536242240288, 3.9269908596791856, 2.1888924948355086, 0.7853981523814076, 3.7375853499258995, 3.9269908149280037, -0.0014998955044991968, 0.7851759253946793]","[0.7772012768790076, -0.05133889703200504, -0.04955348098002116, 0.44521524121517336, 0.3547171950754698, -2.249166351745482]","[0.659536242240288, 3.9269908596791856, 2.1888924948355086, 0.7853981523814076, 3.7375853499258995, 3.9269908149280037, -0.0014998955044991968, 0.7851759253946793]","[[0.7110658584413394, 0.6205430854722858, -0.019128692533304154, -0.3300692611461768], [-0.6995033239673873, 0.5767496031924239, -0.017907202609327228, -0.4215854920068608], [0.0512533558603868, -0.40242685729189787, -0.6837682549591325, -0.6065366366126269], [0.04953320331561819, -0.3468988308139475, 0.7292286326844398, -0.5877357095007859]]","[-0.08275554547965991, 0.5742211762751133, 0.014802422060472789, -0.0005726852995972865]","[[-0.43327995938567415, -0.4332799963808033, 0.7902764842325752], [0.5762801354634152, 0.5762801227667645, -0.5794846206537242], [0.39692065912783187, 0.3969206574931238, -0.827591675896244], [-0.001060821560934002, -0.0010603501559603482, 0.9999988751569486]]",0.11512004073856588,0.005215107569208585,0.1904425202624177,0.5056953867858442,0.37162296378908943,1.7892509099462903,0.5468411165427124,1.7892509099462903,-1.8545650817322081,-1.7637314239447546,-1.972566954050793,-1.9733795581819087,68,65,-1.867515213179819,-1.9585012567117261,8,50,False,[0.015012071555515646],"[[-0.08275554547965991, 0.5742211762751133, 0.014802422060472789, -0.0005726852995972865]]","[[0.7772012768790076, -0.05133889703200504, -0.04955348098002116, 0.44521524121517336, 0.3547171950754698, -2.249166351745482, 0.659536242240288, 3.9269908596791856, 2.1888924948355086, 0.7853981523814076, 3.7375853499258995, 3.9269908149280037, -0.0014998955044991968, 0.7851759253946793]]"
local_abc,h4_linear,2.066666666666667,-1.5485090794263658,-1.8917227071300122,-1.8502319835548573,4,4,unitary_and_local_abc,Powell,True,0,Optimization terminated successfully.,14,2425,0.11404993741293526,6.1843256346942e-05,nan,nan,nan,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]","[0.8882179621559809, -0.5857572693171982, 0.3849211016482711, 0.4492464149952923, 0.5104328016091897, -0.6491627407270882, 0.9553050444143909, 3.926990812958424, 2.186290219588414, 0.7853981723719945, 3.1422618326416094, 3.9269908142695646, -3.1411275215873, -2.3561923095558623]","[0.8882179621559809, -0.5857572693171982, 0.3849211016482711, 0.4492464149952923, 0.5104328016091897, -0.6491627407270882]","[0.9553050444143909, 3.926990812958424, 2.186290219588414, 0.7853981723719945, 3.1422618326416094, 3.9269908142695646, -3.1411275215873, -2.3561923095558623]","[[0.48717619060722783, 0.6455770482849666, 0.3734764084667257, 0.454318177439441], [-0.5992808131723164, 0.45184342208835093, 0.5107608350826605, -0.4193130074594383], [0.5123788837648867, -0.4171740010804254, 0.6005388402001836, -0.45031859133886154], [-0.3754860127099358, -0.452806415000613, 0.48886791986739864, 0.6441931090271064]]","[-0.5773416995458142, 0.5773386121561443, 0.0004085966038333205, 0.0002665533369325888]","[[-0.5773455465296072, -0.5773455418775676, 0.5773597190456976], [0.5773444733061233, 0.5773444836689327, -0.5773618504195863], [0.000473181011338026, 0.0004731810087661198, -0.9999997760997067], [0.00032889726404272234, 0.00032889869845659626, -0.999999891826112]]",0.18210871987010568,4.0912275839203133e-05,0.35773007168659876,0.0006720625510955919,0.558266691949162,1.8979453413683423,0.8331031744699597,2.0291072693686916,-1.8453732326626962,-1.8453732326626962,-1.8917227071300198,-1.8917164373026625,70,65,-1.8453732326626962,-1.8453732326626962,8,36,False,[6.1843256346942e-05],"[[-0.5773416995458142, 0.5773386121561443, 0.0004085966038333205, 0.0002665533369325888]]","[[0.8882179621559809, -0.5857572693171982, 0.3849211016482711, 0.4492464149952923, 0.5104328016091897, -0.6491627407270882, 0.9553050444143909, 3.926990812958424, 2.186290219588414, 0.7853981723719945, 3.1422618326416094, 3.9269908142695646, -3.1411275215873, -2.3561923095558623]]"
local_abc,h4_linear,2.555555555555556,-1.3961315620107175,-1.8711756238865853,-1.862582465849759,4,4,unitary_and_local_abc,Powell,True,0,Optimization terminated successfully.,29,4959,0.1254025390112815,2.6842863272378256e-06,nan,nan,nan,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]","[0.6548165945637553, 0.5367598613184311, 0.5271088966875891, 0.45440121483482426, -0.748710050504362, 0.732433333080664, 2.1862774741121047, 0.7853981587974613, 3.1415039610669213, 0.7853981515925231, 2.1862774665736144, 0.7853981694605574, 3.1414543786346663, 0.7853981600413108]","[0.6548165945637553, 0.5367598613184311, 0.5271088966875891, 0.45440121483482426, -0.748710050504362, 0.732433333080664]","[2.1862774741121047, 0.7853981587974613, 3.1415039610669213, 0.7853981515925231, 2.1862774665736144, 0.7853981694605574, 3.1414543786346663, 0.7853981600413108]","[[0.5890982742606692, 0.503853794972135, 0.46981314238921507, 0.4223389489422569], [-0.45232882750691894, 0.44300743593619185, 0.5663652750930434, -0.5276110486714982], [-0.44194554591612434, -0.45141832959325245, 0.528459303368027, 0.5671299593884245], [-0.503036767557021, 0.5883003116645921, -0.42336361569097064, 0.4707653371799963]]","[0.577349540159842, 6.013726330159776e-05, 0.5773495900951542, 9.510136183695932e-05]","[[0.5773496845197241, 0.5773496792081222, -0.5773514438392386], [6.271508502140487e-05, 6.271508354071112e-05, -0.9999999960668182], [0.577349681440971, 0.5773496884420393, -0.5773514376840934], [9.77751584551257e-05, 9.777515779883194e-05, -0.9999999904400184]]",0.21950086617825984,1.483776323418662e-06,0.4102251915545847,1.1548543688801345,0.5940807114871334,0.8716829978464982,1.0832008944787623,0.9777062626702422,-1.8625824658497518,-1.8625824658497518,-1.8711756238865829,-1.870952120225416,70,28,-1.8625824658497518,-1.8625824658497518,8,26,False,[2.6842863272378256e-06],"[[0.577349540159842, 6.013726330159776e-05, 0.5773495900951542, 9.510136183695932e-05]]","[[0.6548165945637553, 0.5367598613184311, 0.5271088966875891, 0.45440121483482426, -0.748710050504362, 0.732433333080664, 2.1862774741121047, 0.7853981587974613, 3.1415039610669213, 0.7853981515925231, 2.1862774665736144, 0.7853981694605574, 3.1414543786346663, 0.7853981600413108]]"
local_abc,h4_linear,3.0444444444444447,-1.307165888764612,-1.8671422753389038,-1.8657570632451832,4,4,unitary_and_local_abc,Powell,True,0,Optimization terminated successfully.,18,3187,0.1259642870383134,6.789169813060108e-08,nan,nan,nan,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]","[0.8484549740330325, -0.6295342504661524, -0.47499522639148006, 0.4882442391477257, -0.6161655532552792, 0.7146178770993018, 2.186276550673516, 0.785398162304833, 2.1862767017967206, 0.7853981603999384, 6.283161833676015, 0.7853981601855357, 3.14157895017397, 0.7853981596212429]","[0.8484549740330325, -0.6295342504661524, -0.47499522639148006, 0.4882442391477257, -0.6161655532552792, 0.7146178770993018]","[2.186276550673516, 0.785398162304833, 2.1862767017967206, 0.7853981603999384, 6.283161833676015, 0.7853981601855357, 3.14157895017397, 0.7853981596212429]","[[0.4752420177776439, 0.5485185146086615, 0.45695713346595285, -0.5142593138142668], [-0.5393007757585678, 0.4676960990761984, 0.5232567352773544, 0.4654217669619658], [0.5235886987423536, -0.4650388745099389, 0.5396203204182627, 0.46733674105029405], [0.45733420203843206, 0.5139325279012252, -0.4756074820197381, 0.548193676958948]]","[0.5773500559953293, 0.5773499923466905, -1.6528283504560646e-05, 9.624631939885055e-06]","[[0.5773500594874907, 0.5773500582258476, -0.577350689855309], [0.57734999889144, 0.5773499954302154, -0.5773508132468373], [-1.6598273605310462e-05, -1.6598273498686053e-05, 0.9999999997244973], [9.689778290210233e-06, 9.689778217029048e-06, -0.9999999999061082]]",0.23993857735730545,3.648980967689805e-08,0.41299997203405203,1.1546931446904551,0.581328301213589,0.04044176654542653,0.8461549380435314,0.04046948762265198,-1.8657570632451788,-1.8657570632451788,-1.8661585115255894,-1.8662258560168667,22,20,-1.8660252529576602,-1.8657570632451772,8,19,False,[6.789169813060108e-08],"[[0.5773500559953293, 0.5773499923466905, -1.6528283504560646e-05, 9.624631939885055e-06]]","[[0.8484549740330325, -0.6295342504661524, -0.47499522639148006, 0.4882442391477257, -0.6161655532552792, 0.7146178770993018, 2.186276550673516, 0.785398162304833, 2.1862767017967206, 0.7853981603999384, 6.283161833676015, 0.7853981601855357, 3.14157895017397, 0.7853981596212429]]"
local_abc,h4_linear,3.5333333333333337,-1.257338158868244,-1.8664455326161888,-1.8662550271383793,4,4,unitary_and_local_abc,Powell,True,0,Optimization terminated successfully.,18,3530,0.1253282994392499,1.1328033507763048e-09,nan,nan,nan,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]","[0.8189173191667413, -0.6253482220627109, -0.5001335831016503, -0.5700030174885099, 0.5870211000405726, 0.7732305834647522, 4.096909192534954, 3.9269908135463387, 3.141589996775749, 0.7853981339888343, -0.9553165660831865, 0.7853981623316191, 6.283183616697278, 0.7853981570874942]","[0.8189173191667413, -0.6253482220627109, -0.5001335831016503, -0.5700030174885099, 0.5870211000405726, 0.7732305834647522]","[4.096909192534954, 3.9269908135463387, 3.141589996775749, 0.7853981339888343, -0.9553165660831865, 0.7853981623316191, 6.283183616697278, 0.7853981570874942]","[[0.48593348999367375, 0.47943212286184217, -0.5229745734461534, -0.510402858925741], [-0.5196525129663327, 0.5135780158614617, -0.48301763428797034, 0.4825897350321827], [0.513681463613645, 0.5197545930741998, 0.48247842516534417, 0.48290898331671794], [0.4795427645268846, -0.4860428213339488, -0.5103000389434006, 0.5228718610462911]]","[0.5773502368076974, 1.8775419165547143e-06, -0.5773502478797007, -1.1942679376478601e-06]","[[0.5773502388513966, 0.5773502348781844, -0.577350333839291], [1.8786512824244584e-06, 1.8786511719274008e-06, -0.9999999999964707], [-0.5773502485592007, -0.5773502473284872, 0.5773503116811871], [-1.1953515111174384e-06, -1.1953514960322119e-06, 0.9999999999985711]]",0.25151132464400106,6.115989465806935e-10,0.4098598034797731,6.722019752634043e-07,0.5686314940830582,0.6998754741474164,0.6507870223014571,0.8205166759705633,-1.8662550271383804,-1.8662550271383804,-1.8662550271383804,-1.8662550271383804,1,1,-1.8662550271383804,-1.8662550271383804,8,26,False,[1.1328033507763048e-09],"[[0.5773502368076974, 1.8775419165547143e-06, -0.5773502478797007, -1.1942679376478601e-06]]","[[0.8189173191667413, -0.6253482220627109, -0.5001335831016503, -0.5700030174885099, 0.5870211000405726, 0.7732305834647522, 4.096909192534954, 3.9269908135463387, 3.141589996775749, 0.7853981339888343, -0.9553165660831865, 0.7853981623316191, 6.283183616697278, 0.7853981570874942]]"
local_abc,h4_linear,4.022222222222222,-1.228766305151927,-1.8663421905468542,-1.8663196405613844,4,4,unitary_and_local_abc,Powell,True,0,Optimization terminated successfully.,46,8013,0.12506547908594604,1.331811116205402e-11,nan,nan,nan,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]","[-0.8000925042459541, -0.6242982708506436, 0.516360932005347, 1.5981093666010961, -0.6197783822676407, -0.8031791345486509, 3.141592378446224, 0.785398374444733, 14.752646883713147, 0.7853981668475097, 3.141595719955319, 0.785398159978375, -4.096910528815677, 0.7853981671024954]","[-0.8000925042459541, -0.6242982708506436, 0.516360932005347, 1.5981093666010961, -0.6197783822676407, -0.8031791345486509]","[3.141592378446224, 0.785398374444733, 14.752646883713147, 0.7853981668475097, 3.141595719955319, 0.785398159978375, -4.096910528815677, 0.7853981671024954]","[[0.4915410204170867, 0.5093909146550933, -0.5051487296566668, 0.49369330787487137], [0.5062032704305046, 0.49267496087982426, 0.492612863171317, -0.508293418180565], [0.5083182261457526, -0.4925872096549031, 0.49264946732136994, 0.5062281345405474], [-0.49371880176961697, 0.5051238658718352, 0.5093661063639626, 0.4915666735993017]]","[1.9454289617531916e-07, 0.5773501736896502, -2.168142312205048e-06, 0.5773507824499375]","[[1.945558426508567e-07, 1.9455592477183868e-07, -0.9999999999999621], [0.5773501717130582, 0.5773501756968454, -0.5773504601589261], [-2.1682478643114293e-06, -2.1682478494846325e-06, -0.9999999999952986], [0.5773507802595447, 0.5773507845377684, -0.5773492427701955]]",0.2581935367078064,7.258681650703827e-12,0.40856919729009833,1.154698982540172,0.5637205459449142,0.6940852750075006,0.6134135664301151,0.9121752148650248,-1.8663196405613809,-1.8663196405613809,-1.8663196405613809,-1.8663196405613809,1,1,-1.8663196405613809,-1.8663196405613809,8,26,False,[1.331811116205402e-11],"[[1.9454289617531916e-07, 0.5773501736896502, -2.168142312205048e-06, 0.5773507824499375]]","[[-0.8000925042459541, -0.6242982708506436, 0.516360932005347, 1.5981093666010961, -0.6197783822676407, -0.8031791345486509, 3.141592378446224, 0.785398374444733, 14.752646883713147, 0.7853981668475097, 3.141595719955319, 0.785398159978375, -4.096910528815677, 0.7853981671024954]]"
local_abc,h4_linear,4.511111111111111,-0.5142706456441223,-1.8663289799830958,-1.8663273822151787,4,4,unitary_and_local_abc,Powell,True,0,Optimization terminated successfully.,21,4422,0.16666645587064505,1.1099449259368247e-13,nan,nan,nan,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]","[2.3568554635500645, 3.1253827805368006, 0.016397530953781936, 1.5363319088438594, 0.7852319416619684, -0.02453633407652947, 2.1862758445662496, 7.068583465583099, 4.09690794312208, 3.926990823254199, 3.141592668714952, 3.92699081296064, 3.1415926306115725, 7.068583467056101]","[2.3568554635500645, 3.1253827805368006, 0.016397530953781936, 1.5363319088438594, 0.7852319416619684, -0.02453633407652947]","[2.1862758445662496, 7.068583465583099, 4.09690794312208, 3.926990823254199, 3.141592668714952, 3.92699081296064, 3.1415926306115725, 7.068583467056101]","[[0.7073859351271534, 0.017125361963244982, 0.7064343984785311, 0.016195721910013085], [0.7064514261631009, -0.01733782782867556, -0.7073588573029754, 0.016408205061281114], [-0.01620698407484784, 0.7068993748819551, -0.01711470385679761, 0.7069212787648939], [-0.016396796138314844, -0.7068941897450511, 0.01734861819277755, 0.7069163847499134]]","[0.5773503471249729, 0.577349726788357, 1.0694996320967617e-08, 1.6247950866302055e-08]","[[0.5773503500070705, 0.5773503442405689, -0.5773501133212063], [0.5773497231753865, 0.5773497304118387, -0.5773513539801235], [1.0695102383387851e-08, 1.0695102297258022e-08, -0.9999999999999999], [1.6248055791774697e-08, 1.6248055677358032e-08, -0.9999999999999998]]",0.000380794033519901,6.198965575868055e-14,0.8155784012238358,1.154699907565111,0.7202579335651655,1.3563268274135234,0.7222190714142767,1.4936193076138524,-1.8663266984669342,-1.866326698466934,-1.8663266984669349,-1.866326698466934,1,1,-1.866326698466935,-1.866327180607408,8,36,False,[1.1099449259368247e-13],"[[0.5773503471249729, 0.577349726788357, 1.0694996320967617e-08, 1.6247950866302055e-08]]","[[2.3568554635500645, 3.1253827805368006, 0.016397530953781936, 1.5363319088438594, 0.7852319416619684, -0.02453633407652947, 2.1862758445662496, 7.068583465583099, 4.09690794312208, 3.926990823254199, 3.141592668714952, 3.92699081296064, 3.1415926306115725, 7.068583467056101]]"
local_abc,h4_linear,5.0,-0.497584044891552,-1.8663275360534421,-1.8663273471252997,4,4,unitary_and_local_abc,Powell,True,0,Optimization terminated successfully.,38,7696,0.16666529412460923,5.767856025606816e-16,nan,nan,nan,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]","[-0.7710298621382734, -1.516960543270254, 0.7845095883403447, 1.5564077285899853, -0.03751422126579194, -0.03717226093691858, 7.238497613471921, 3.9269908231025625, 3.1415926512020693, 0.7853981599152526, 4.096910868329049, 3.926990811571301, 25.132741227574414, 0.7853981598267817]","[-0.7710298621382734, -1.516960543270254, 0.7845095883403447, 1.5564077285899853, -0.03751422126579194, -0.03717226093691858]","[7.238497613471921, 3.9269908231025625, 3.1415926512020693, 0.7853981599152526, 4.096910868329049, 3.926990811571301, 25.132741227574414, 0.7853981598267817]","[[0.02731291535316592, 0.7065792711197861, -0.7065892996412301, 0.027042557409731143], [0.026539100119813475, 0.7066083989423791, 0.7066181201831533, -0.02628838027997923], [0.7067094561480832, -0.027307981947701773, 0.027047539708946425, 0.706459092452293], [-0.7064781846671714, 0.02654389364549433, 0.026283539659561487, 0.7067483086944595]]","[-0.577348508884089, 1.6883749189212407e-09, 0.5773509210046264, -8.088815514283288e-10]","[[-0.5773485053554732, -0.5773485124168162, 0.5773537897804869], [1.6883757805520696e-09, 1.6883757687935597e-09, -1.0], [0.5773509241310291, 0.5773509178772323, -0.5773489655584084], [-8.088821845917677e-10, -8.088821788152706e-10, 1.0]]",0.0009897090752990325,6.673011872990371e-16,0.8141544182362926,2.4121205372777265e-06,0.7520750400688734,1.0236225440531358e-05,0.7527045616215033,1.0474352515760384e-05,-1.8663273471253,-1.8663273471252997,-1.8663273471253,-1.8663273471252984,1,1,-1.8663273471253,-1.8663273471252984,8,17,False,[5.767856025606816e-16],"[[-0.577348508884089, 1.6883749189212407e-09, 0.5773509210046264, -8.088815514283288e-10]]","[[-0.7710298621382734, -1.516960543270254, 0.7845095883403447, 1.5564077285899853, -0.03751422126579194, -0.03717226093691858, 7.238497613471921, 3.9269908231025625, 3.1415926512020693, 0.7853981599152526, 4.096910868329049, 3.926990811571301, 25.132741227574414, 0.7853981598267817]]"
