Workflow,Baseline,Molecule,Geometry_Param,E_HF,E_FCI,E_CISD,n_spatial,V_Identity,V_Optimized,Sum_CommSq_Identity,Sum_CommSq_Optimized,Sum_Sexp_Identity,Sum_Sexp_Optimized,Coarse_Entropy_Identity,Coarse_Entropy_Optimized,Fine_Entropy_Identity,Fine_Entropy_Optimized,Edec_Identity,Edec_Optimized,Ecoupled_Identity,Ecoupled_Optimized,Kcoupled_Identity,Kcoupled_Optimized,EBO_Identity,EBO_Optimized,NumSectors_Identity,NumSectors_Optimized,DenseDiagnosticsSkipped,Edge_Count,Mean_Abs_Expectation,Min_Abs_Expectation,Max_Variance,Degree_Sequence,Components,Component_Count,Cycle_Count,Algebraic_Rank,Vertices_Involved,Edges,Sources,Expectations,Variances,Thetas_JSON,Rotation_Pairs_JSON,Optimizer_Success,Optimizer_Status,Optimizer_Message,Optimizer_Nit,Optimizer_Nfev,N_Restarts,Initial_Frame_Edges_JSON,Initial_Frame_Sources_JSON,Initial_Frame_Expectations_JSON,Initial_Frame_Variances_JSON,Elapsed_Seconds
quartet_baseline,greedy,lih,0.8,-7.615770161235988,-7.63416732932433,-7.634156208596231,6,0.06910775092639854,0.000819217938999528,0.047296974451502244,0.009846785216471279,5.965306415321347,5.999590364423416,0.039308635335590085,0.0007355841241059965,0.04295987332394526,0.0007756759211065214,-7.631353881835978,-7.633947154416492,-7.633687760082124,-7.6339471544164805,42,1,-7.631353881835983,-7.633947154416482,8,8,False,6,0.9999317274039031,0.9998654525238051,0.0002690768493665008,3 3 2 2 1 1,0-1;2-3-4-5,2,2,4,6,0-1 2-3 4-5 3-4 2-5 3-5,matching_seed matching_seed matching_seed greedy_added greedy_added greedy_added,0.999996014511 0.999865452524 0.999868199399 0.999998559464 0.999995174209 0.999866964317,7.9709623223e-06 0.000269076849367 0.000263583829979 2.88107087398e-06 9.65155851418e-06 0.000266053667944,"[4.047808829462843,-0.024322604921417922,0.0001241345357195965,0.00014374732135160007,-0.001161240171975942,0.020306749753466243,-0.00018763392783360586,2.971162392128736e-05,0.0005604031265731848,-3.129023782600623,-0.005456970968758197,0.41675844479997426,0.3001400253031447,0.005492460860972225,-0.0006121096606540775]","[[0,1],[0,2],[0,3],[0,4],[0,5],[1,2],[1,3],[1,4],[1,5],[2,3],[2,4],[2,5],[3,4],[3,5],[4,5]]",False,1,Maximum number of function evaluations has been exceeded.,3,500,3,"[[0,1],[2,3],[4,5],[3,4],[2,5],[3,5]]","[""matching_seed"",""matching_seed"",""matching_seed"",""greedy_added"",""greedy_added"",""greedy_added""]","[0.999996661100343,0.9998660155765666,0.999868371708518,0.9956351287621333,0.9956333315694582,0.9955815888947042]","[6.677788165654341e-06,0.00026795089504105807,0.0002632392569570374,0.008710690374810204,0.008714269067901292,0.008817299853896232]",253.9170771999634
quartet_baseline,ring,lih,0.8,-7.615770161235988,-7.63416732932433,-7.634156208596231,6,0.07547644476239135,0.0007345578434758693,0.05640746117947513,0.009797511482112109,5.962103973658044,5.999632701087547,0.04056552088200449,0.0009347230730403432,0.043579925400124404,0.0009552465124319945,-7.631187172804623,-7.6339103209710055,-7.633552115751828,-7.63391032097101,42,1,-7.631187172804619,-7.63391032097101,16,16,False,6,0.9999387835145912,0.9998629738273421,0.0002740335691437945,2 2 2 2 2 2,0-1-2-3-4-5,1,1,5,6,0-1 1-2 2-3 3-4 4-5 0-5,ring ring ring ring ring ring,0.999993787055 0.999954222258 0.999862973827 0.999992802903 0.999867637516 0.999961277527,1.24258506693e-05 9.15533879313e-05 0.000274033569144 1.43941421947e-05 0.000264707447366 7.74434461712e-05,"[4.770596699898121,-0.031453935850635946,3.2117311091216824e-05,2.790846330808465e-06,-0.001337808035953944,-0.00025140492108448895,5.918564483220914e-05,4.4965406986596175e-07,-0.0001477154336781658,-3.1081215937673377,-0.00783988356637431,0.418365281147195,0.11676773550756685,0.013818429355698277,-0.0015998418903877018]","[[0,1],[0,2],[0,3],[0,4],[0,5],[1,2],[1,3],[1,4],[1,5],[2,3],[2,4],[2,5],[3,4],[3,5],[4,5]]",False,1,Maximum number of function evaluations has been exceeded.,3,500,3,[],[],[],[],198.64612160000252
quartet_baseline,balanced_tree,lih,0.8,-7.615770161235988,-7.63416732932433,-7.634156208596231,6,0.07130662412747824,0.0006910694636986792,0.03878529584867875,0.008176742428394532,5.964218077946107,5.999654446679497,0.04056552088200449,0.000863168485430848,0.043579925400124404,0.0008814633148828785,-7.631187172804623,-7.633917899153234,-7.633552115751828,-7.633917899153232,42,1,-7.631187172804619,-7.633917899153231,16,16,False,6,0.9999424077799165,0.99986929959321,0.0002613837309836109,3 3 2 2 1 1,0-1-2-3-4-5,1,1,5,6,0-1 0-2 1-3 1-4 2-5 0-5,balanced_tree balanced_tree balanced_tree balanced_tree balanced_tree balanced_tree,0.999996656128 0.999962211637 0.999869299593 0.999869337448 0.999996579782 0.999960362091,6.68773310197e-06 7.55752979371e-05 0.000261383730984 0.000261308030982 6.84042362098e-06 7.92742470728e-05,"[3.20157790680329,-0.0011112624103812433,2.3936381527666247e-07,7.45771714771078e-08,-0.0002841377110252683,0.03145096052278413,-1.2810185378285023e-08,-1.369228276384293e-06,0.0011578888606633827,0.0012760626099323617,-9.42147289581679,0.41492755882881355,1.715584501572383,-0.0012436860624719793,-0.0007028340033116932]","[[0,1],[0,2],[0,3],[0,4],[0,5],[1,2],[1,3],[1,4],[1,5],[2,3],[2,4],[2,5],[3,4],[3,5],[4,5]]",False,1,Maximum number of function evaluations has been exceeded.,3,500,3,[],[],[],[],200.33500290004304
quartet_baseline,greedy,lih,1.3777777777777778,-7.859189397713697,-7.876911335490261,-7.876900814917983,6,0.11510325055631898,0.00015670536047018846,0.054653785618637686,0.002344659404404609,5.942119176576071,5.999921646710827,0.04741795370102452,0.0001298729432319591,0.051092204611035606,0.00013935347988306017,-7.873503388989571,-7.87687608348503,-7.876880579591985,-7.876876083485032,42,1,-7.873503388989576,-7.876876083485033,8,8,False,6,0.9999869411184714,0.9999817014540179,3.659675712741617e-05,3 3 2 2 1 1,0-1;2-3-4-5,2,2,4,6,0-1 2-3 4-5 3-5 2-4 2-5,matching_seed matching_seed matching_seed greedy_added greedy_added greedy_added,0.999994862678 0.999984257938 0.999981701454 0.999981705337 0.999984261803 0.999994857501,1.02746173202e-05 3.14838764036e-05 3.65967571274e-05 3.65889914571e-05 3.14761468215e-05 1.02849713404e-05,"[4.162241085978589,-0.027895714841762953,-2.53854967305922e-06,2.716051706818377e-08,-0.003324303067543392,0.017411785308706684,-2.7098757655567655e-07,7.679400782815597e-09,0.0013459571362984906,3.142426875434083,-0.001047281814148693,0.4713608047981375,-0.9791409941493733,-0.0003204295508518448,-0.0006641917672833572]","[[0,1],[0,2],[0,3],[0,4],[0,5],[1,2],[1,3],[1,4],[1,5],[2,3],[2,4],[2,5],[3,4],[3,5],[4,5]]",True,0,Optimization terminated successfully.,10,1655,3,"[[0,1],[2,3],[4,5],[3,5],[2,4],[2,5]]","[""matching_seed"",""matching_seed"",""matching_seed"",""greedy_added"",""greedy_added"",""greedy_added""]","[0.9999948628107075,0.9999842625202378,0.9999817062426614,0.9943276720290785,0.9943247338100689,0.9943204376141759]","[1.0274352194361569e-05,3.147471185627193e-05,3.658718001575689e-05,0.011312480637233335,0.011318323733535585,0.011326867342753788]",677.0494263999863
quartet_baseline,ring,lih,1.3777777777777778,-7.859189397713697,-7.876911335490261,-7.876900814917983,6,0.09772125208167826,0.00035374359894202456,0.0583612041729064,0.0034323799524807953,5.95087289928303,5.99982312315761,0.047903262488229216,0.0004901492572190197,0.051553362808410816,0.0005135901580295064,-7.873420601274112,-7.876802617297829,-7.876794002134346,-7.876802617297824,42,1,-7.873420601274115,-7.876802617297824,16,16,False,6,0.9999705205262682,0.9999311492195756,0.00013769682041886444,2 2 2 2 2 2,0-1-2-3-4-5,1,1,5,6,0-1 1-2 2-3 3-4 4-5 0-5,ring ring ring ring ring ring,0.999994862763 0.99993114922 0.999984259908 0.999999970045 0.999981703494 0.999931177727,1.02744468277e-05 0.000137696820419 3.14799356096e-05 5.99092140341e-08 3.659267745e-05 0.000137639809422,"[3.1569871614211586,-0.00024590108686710485,5.801339819633542e-08,-1.523650063567999e-08,-0.0006433485263782437,0.03287891215296385,3.829689314328169e-07,-8.784565248220213e-08,0.0035246436290169436,-3.138345310531018,-0.001413358326296694,0.4713849097682054,-2.433358076009216,-0.0014804174896893322,-0.0005161182301818179]","[[0,1],[0,2],[0,3],[0,4],[0,5],[1,2],[1,3],[1,4],[1,5],[2,3],[2,4],[2,5],[3,4],[3,5],[4,5]]",True,0,Optimization terminated successfully.,15,2587,3,[],[],[],[],581.4459373999853
quartet_baseline,balanced_tree,lih,1.3777777777777778,-7.859189397713697,-7.876911335490261,-7.876900814917983,6,0.0848797435930293,0.0005885144465180847,0.032576846209865895,0.004243333152703425,5.957363187554212,5.999705732665661,0.047903262488229216,0.0004898514661226715,0.051553362808410816,0.0005130283209090177,-7.873420601274112,-7.876802671929399,-7.876794002134346,-7.876802671929413,42,1,-7.873420601274115,-7.876802671929413,16,16,False,6,0.9999509554442773,0.999928165048978,0.00014366474178384436,3 3 2 2 1 1,0-1-2-3-4-5,1,1,5,6,0-1 0-2 1-3 1-4 2-5 0-5,balanced_tree balanced_tree balanced_tree balanced_tree balanced_tree balanced_tree,0.999994862739 0.999931179873 0.999928165049 0.999928165084 0.999994862703 0.999928497217,1.02744949323e-05 0.000137635518143 0.000143664741784 0.00014366467078 1.02745674384e-05 0.00014300045344,"[3.1568147852933626,-0.00024027437553785446,-1.3355216418113074e-08,-1.237966191658184e-08,-0.0006429703159372173,0.03287820676758118,-5.22076146540436e-09,-1.1849235071941689e-08,0.003523490866882582,-3.702209331247832e-05,-5.792957589198245e-05,1.099400962306925,2.2236683979983147,6.10970588734206e-05,5.15691707211766e-06]","[[0,1],[0,2],[0,3],[0,4],[0,5],[1,2],[1,3],[1,4],[1,5],[2,3],[2,4],[2,5],[3,4],[3,5],[4,5]]",True,0,Optimization terminated successfully.,6,1146,3,[],[],[],[],588.0057813000167
quartet_baseline,greedy,lih,1.9555555555555557,-7.835576330467096,-7.864346689861569,-7.86432589047468,6,0.277410752687954,0.0001442252001335742,0.07453499073669329,0.001990531466792145,5.858844126358128,5.999927886839277,0.11710745609875728,0.00015619406813709562,0.13038277794658712,0.00016701136982082048,-7.856865990101573,-7.864306217208371,-7.864035329743903,-7.86430621720836,37,1,-7.856865990101573,-7.8643062172083615,8,8,False,6,0.9999879811398794,0.9999774911311008,4.501723114924694e-05,3 3 2 2 1 1,0-1;2-3-4-5,2,2,4,6,0-1 2-3 4-5 3-4 2-4 2-5,matching_seed matching_seed matching_seed greedy_added greedy_added greedy_added,0.999987653536 0.999987572305 0.999977491131 0.999999980287 0.999987555635 0.999987633945,2.46927756502e-05 2.48552348674e-05 4.50172311492e-05 3.94267392068e-08 2.48885756201e-05 2.47319561074e-05,"[3.742083732743366,-0.03068141205907603,-5.454355072539356e-07,-1.1355310598041685e-07,-0.0062708581030667485,0.04506550881787368,-5.000266197038142e-07,-1.4675793021746648e-07,0.007717839375882117,-3.143228412911621,-0.0046810573111586455,0.5542275840863201,-0.9730091276259712,-0.002534576720142124,-0.0007067389883732938]","[[0,1],[0,2],[0,3],[0,4],[0,5],[1,2],[1,3],[1,4],[1,5],[2,3],[2,4],[2,5],[3,4],[3,5],[4,5]]",True,0,Optimization terminated successfully.,21,3493,3,"[[0,1],[2,3],[4,5],[3,4],[2,4],[2,5]]","[""matching_seed"",""matching_seed"",""matching_seed"",""greedy_added"",""greedy_added"",""greedy_added""]","[0.9999876536671476,0.999999999999263,0.9999876536664145,0.9841285470524211,0.9841285470520725,0.9841231923595604]","[2.4692513272861483e-05,1.4739320874923578e-12,2.469251473902201e-05,0.03149100287649054,0.031491002877176655,0.03150154226002777]",953.8112120000296
quartet_baseline,ring,lih,1.9555555555555557,-7.835576330467096,-7.864346689861569,-7.86432589047468,6,0.2891323986667955,0.0005441666326554406,0.10603365850625315,0.004435346575143956,5.853041761384347,5.99972790367568,0.11767703229744936,0.00068348544876935,0.13090724936929607,0.0007223270049497476,-7.856785996309382,-7.864196645066642,-7.863934315888744,-7.864196645066646,37,1,-7.85678599630939,-7.864196645066647,16,16,False,6,0.9999546506126138,0.9998876397523171,0.00022470787054051922,2 2 2 2 2 2,0-1-2-3-4-5,1,1,5,6,0-1 1-2 2-3 3-4 4-5 0-5,ring ring ring ring ring ring,0.999987653663 0.999887639752 0.999987536364 0.999999757613 0.999977454728 0.999887861554,2.46925206335e-05 0.000224707870541 2.49271156763e-05 4.84774886789e-07 4.50900348407e-05 0.000224264316078,"[4.709340089617543,-0.05450970938166784,-5.592047083963074e-09,-6.211058833978385e-09,-0.009914467605711895,0.0003412917580817764,3.658564239165306e-07,-2.946001717376067e-07,-0.0007784365480326375,-3.127498665330982,0.01006885402834226,0.5540811740888555,2.1252935889676965,-0.008524879421656913,0.0036470414108659937]","[[0,1],[0,2],[0,3],[0,4],[0,5],[1,2],[1,3],[1,4],[1,5],[2,3],[2,4],[2,5],[3,4],[3,5],[4,5]]",True,0,Optimization terminated successfully.,27,4917,3,[],[],[],[],889.1430250999983
quartet_baseline,balanced_tree,lih,1.9555555555555557,-7.835576330467096,-7.864346689861569,-7.86432589047468,6,0.24436267900230402,0.0008789507432170884,0.05888494056667693,0.005758502892198078,5.876116281804261,5.999560502923321,0.11767703229744936,0.0006800428012941171,0.13090724936929607,0.000717309472525012,-7.856785996309382,-7.864197498792019,-7.863934315888744,-7.864197498792022,37,1,-7.85678599630939,-7.864197498792022,16,16,False,6,0.9999267504872202,0.9998881227267908,0.00022374202989405845,3 3 2 2 1 1,0-1-2-3-4-5,1,1,5,6,0-1 0-2 1-3 1-4 2-5 0-5,balanced_tree balanced_tree balanced_tree balanced_tree balanced_tree balanced_tree,0.999987653412 0.999898414013 0.99989932968 0.99989932968 0.999987653412 0.999888122727,2.46930235488e-05 0.000203161654628 0.000201330505799 0.0002013305058 2.46930235475e-05 0.000223742029894,"[-3.1433179656590204,0.00027071669012778635,2.4799452921961503e-09,-1.0598912691113817e-08,-0.0007912303859568771,0.054514008872039166,3.661724310988075e-09,8.88468838179203e-09,0.009907619148607444,-5.255114258713586e-08,-2.7044861697132164e-08,1.0167581714462295,2.4255389701082533,3.160572918647838e-07,-1.3032653290892442e-08]","[[0,1],[0,2],[0,3],[0,4],[0,5],[1,2],[1,3],[1,4],[1,5],[2,3],[2,4],[2,5],[3,4],[3,5],[4,5]]",True,0,Optimization terminated successfully.,5,930,3,[],[],[],[],804.7655737000168
quartet_baseline,greedy,lih,2.533333333333333,-7.766707395102329,-7.8215464188477695,-7.821496814150675,6,1.2556320330060193,0.00027853543557987415,0.27835542523671125,0.002273339904326939,5.328031726479219,5.999860730009899,0.34372861018856343,0.00028705624068924983,0.4134548831007937,0.0003048861956795877,-7.799469322741207,-7.821485605603501,-7.820720848158227,-7.821485605603501,34,1,-7.799469322741221,-7.8214856056035025,8,8,False,6,0.9999767883349833,0.9999586570312261,8.268422830670641e-05,3 3 2 2 1 1,0-1;2-3-4-5,2,2,4,6,0-1 2-3 4-5 3-5 2-5 2-4,matching_seed matching_seed matching_seed greedy_added greedy_added greedy_added,0.999965635868 0.999997527606 0.999963262475 0.999988870895 0.999986776134 0.999958657031,6.8727083177e-05 4.94478166269e-06 7.34736995285e-05 2.22580864325e-05 2.64475564725e-05 8.26842283067e-05,"[3.5519793965050415,-0.04366187020361415,-1.3717982520831737e-07,4.1866545213413343e-08,0.014208341514663464,0.09983974789827892,1.2513901958947268e-07,-4.1824036779260216e-08,-0.028635802493324505,1.5745235771809032,1.1925969923886275,-0.0012388895150603405,-1.6644613783448439,-0.08710276935687246,0.8417757829197369]","[[0,1],[0,2],[0,3],[0,4],[0,5],[1,2],[1,3],[1,4],[1,5],[2,3],[2,4],[2,5],[3,4],[3,5],[4,5]]",True,0,Optimization terminated successfully.,6,982,3,"[[0,1],[2,3],[4,5],[3,5],[2,5],[2,4]]","[""matching_seed"",""matching_seed"",""matching_seed"",""greedy_added"",""greedy_added"",""greedy_added""]","[0.9999656358610469,0.9999999550875361,0.9999655927278279,0.9998897717464452,0.9998897495664241,0.9998597949842598]","[6.872709701211122e-05,8.982492571973921e-08,6.881336048381037e-05,0.00022044435684165364,0.0002204887119937604,0.0002803903740339342]",450.9158787000342
